Contour length,Contour area,mean blue1,mean green1,mean red1,varb1,varg1,varr1,pix11,pix21,pix31,pix41,mean blue2,mean green2,mean red2,varb2,varg2,varr2,pix12,pix22,pix32,pix42,mean blue3,mean green3,mean red3,varb3,varg3,varr3,pix13,pix23,pix33,pix43,mean blue4,mean green4,mean red4,varb4,varg4,varr4,pix14,pix24,pix34,pix44,Type
22213,577.7300094,4.959114583,6.5725,13.36317708,429.8133805,619.1723479,919.5441962,65538,0,0,0,25.97453125,33.83145833,68.95526042,1170.297112,1830.557531,3343.9543,4196872,6826264,3080192,5775377,1.512395833,1.807291667,3.240625,87.58317968,107.6864052,180.8160579,0,0,0,0,16.2725,17.4865625,44.41541667,924.3194937,1015.427319,2479.267637,5384485,11578792,0,0,Onion
22182.5,575.9726493,4.749479167,6.311614583,13.26395833,408.3878643,587.9972193,903.5102218,256,0,0,0,25.94479167,33.60114583,68.24645833,1180.184244,1847.751124,3374.893946,3673615,6167304,2686976,4986113,1.598333333,1.887708333,3.508229167,92.15491389,113.6465572,193.8951406,0,0,0,0,16.7925,18.01895833,45.8659375,946.6811104,1033.092141,2529.86609,5515301,8549741,0,0,Onion
22375,575.7300085,4.483541667,6.048125,12.46265625,381.4486875,558.5028923,847.2478763,0,0,0,0,25.27692708,33.6490625,67.634375,1192.308363,1879.551114,3367.537256,3016960,4526336,3015171,5248780,1.571041667,1.9065625,3.5265625,86.12036975,110.8801236,191.1715861,0,0,0,0,17.7484375,19.1428125,48.706875,963.6059871,1051.210125,2584.164078,5447970,6043957,11643302,11710125,Onion
22057,572.9015831,4.432604167,5.899895833,11.96526042,378.0491036,551.0120625,824.3970744,0,0,0,0,26.15776042,34.20052083,69.62145833,1228.866414,1896.211771,3334.036602,3932160,4003343,3933953,5906193,1.398541667,1.679583333,2.847083333,81.78574787,102.3733748,165.9509915,0,0,0,0,15.90114583,17.09072917,43.86354167,887.633457,978.4487474,2465.677421,5581866,11841452,0,0,Onion
22369.5,579.4873677,4.29671875,5.6796875,11.53166667,361.8052392,529.0854207,786.5456639,0,0,0,0,25.97109375,33.96213542,69.8396875,1202.004946,1873.608723,3260.797008,3539200,2490368,4524035,5774864,1.274583333,1.5484375,2.650833333,72.18377066,91.10869548,152.1224576,0,0,0,0,16.01614583,17.115625,44.1840625,887.8415101,969.1016309,2430.77435,5581096,11776171,0,0,Onion
21930.5,572.6589408,4.389583333,5.811979167,11.8909375,374.1418707,540.1156898,808.704147,0,0,0,0,25.78057292,33.55401042,68.6503125,1187.811279,1845.227812,3311.872927,3670530,5778724,3867909,5775118,1.380833333,1.634270833,2.8871875,78.89142431,96.31780468,163.6405025,0,0,0,0,16.29104167,17.5296875,44.12583333,932.8859197,1016.084327,2485.756666,5646891,11578279,0,0,Onion
22086,576.9015825,4.143645833,5.419791667,11.14369792,339.832595,493.87815,754.5992988,0,0,0,0,26.13598958,33.89932292,69.650625,1225.355101,1892.20575,3280.470333,3539200,2686977,4523520,5447184,1.391875,1.592083333,2.6309375,83.95247565,100.311729,158.5986887,0,0,0,0,15.8678125,16.92364583,43.53770833,888.138464,962.5530242,2428.890661,5516843,11315365,0,0,Onion
21424.5,568.3157972,4.68484375,6.150572917,12.82927083,394.0864578,564.6658174,859.5787682,0,0,0,0,26.04869792,33.53098958,68.07385417,1191.288931,1824.387998,3350.100796,4459792,6103303,2752768,5314828,1.4034375,1.620833333,2.980520833,81.17380068,95.94227431,167.5730581,0,0,0,0,15.54458333,16.524375,41.24145833,941.1850957,1022.316906,2460.409823,5582630,65538,0,0,Onion
20757.5,555.0020875,4.11546875,5.4725,11.2684375,347.7891149,507.6832021,771.6813788,0,0,0,0,24.73927083,32.11416667,64.08666667,1211.487229,1866.191133,3408.357697,6701099,9201482,4134416,4458755,1.572291667,1.889791667,3.274583333,93.08602391,118.1195208,186.0393957,0,0,0,0,17.18770833,18.52166667,45.74989583,986.9520572,1074.922656,2588.913802,5712423,7892327,65536,0,Onion
21432,568.0731559,4.773802083,6.332916667,13.40734375,405.5524283,578.4803123,891.004644,2,0,0,0,26.58380208,34.19140625,68.4096875,1245.68954,1882.337791,3389.491844,3408387,6563092,2752768,5183238,1.499375,1.734479167,3.1834375,87.08458294,103.2485612,177.4395799,0,0,0,0,15.08760417,16.2246875,40.21864583,923.7399297,1006.888995,2431.351465,5976881,2,0,0,Onion
15174.5,637.8305142,0.549427083,0.904166667,3.457135417,12.09234863,20.62373264,140.6470168,0,0,0,0,14.16671875,13.48453125,39.00791667,683.8220486,624.5527816,1451.906291,3016196,2688514,3674128,3212548,0,0,0,0,0,0,0,0,0,0,9.913020833,10.73333333,22.2353125,781.1244138,845.2911806,2072.503899,0,0,0,0,Onion
14596.5,635.2030984,0.457864583,0.770416667,2.863802083,9.745724607,16.34802066,117.5461897,0,0,0,0,12.51244792,11.98572917,36.22958333,594.8340117,535.2366713,1379.571146,3015937,2884610,2819849,3084036,0,0,0,0,0,0,0,0,0,0,9.811041667,10.68416667,22.926875,736.7638781,807.3308743,2079.714861,256,256,0,0,Onion
6160.5,1183.619401,2.836354167,4.375572917,5.635104167,206.4860325,329.0283721,425.1053927,0,0,0,0,3.938854167,6.848697917,12.17276042,235.0732404,429.5194514,814.7620809,256,0,65536,517,1.794791667,2.002916667,2.084166667,203.1755979,240.7506165,254.1843743,0,0,0,0,8.026354167,10.59239583,14.39239583,807.4237846,1023.818338,1470.98738,0,0,0,0,Onion
14935,645.4457383,0.45859375,0.733489583,2.664427083,9.442556356,16.48381595,110.4224429,0,0,0,0,12.8909375,12.26677083,37.9225,599.8646679,535.2371667,1395.003369,3016196,3147274,3015936,2949121,0,0,0,0,0,0,0,0,0,0,9.074270833,9.836041667,20.0628125,695.9525047,766.255826,1934.135117,0,0,0,0,Onion
5876.5,1169.962546,2.706927083,4.186666667,5.423802083,192.3213478,311.1431764,406.548048,0,0,0,0,3.49140625,6.246145833,11.26338542,221.748572,407.3707664,768.3481802,256,0,0,3607296,1.995416667,2.2453125,2.344791667,222.7778957,265.9393009,281.5927854,0,0,0,0,8.227708333,10.94739583,14.86083333,823.6393989,1044.632337,1503.110633,0,0,0,0,Onion
10081.5,558.8599528,0.203645833,0.30421875,2.207864583,2.411861708,4.621982202,75.00069856,0,0,0,0,10.0278125,12.2296875,35.22401042,396.1005806,551.1277645,2053.804455,3212546,3278341,5185050,3998465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Onion
9970.5,560.0315244,0.214583333,0.301302083,2.435572917,2.728224826,4.762498305,84.60355748,0,0,0,0,10.24088542,12.23140625,35.318125,411.2132763,557.3078574,2084.868067,3408896,3082756,4855574,4588803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Onion
9835,555.7888858,0.200208333,0.299479167,2.5034375,2.258041623,4.239270562,87.39238402,0,0,0,0,10.24604167,12.55239583,35.07625,428.0287343,585.5435047,2091.343248,3277312,3937550,4396046,4984586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Onion
9924.5,563.5462439,0.245416667,0.343489583,2.858958333,2.96164566,5.055921156,100.5218781,0,0,0,0,10.56614583,12.70401042,35.17057292,451.0727081,600.0034839,2102.324915,3998466,5056544,4791318,5248012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Onion
10248,575.9310207,0.245572917,0.333541667,2.986979167,2.745266859,4.555312457,104.9767055,0,0,0,0,11.24421875,13.66854167,37.31645833,473.1947843,644.4645104,2218.774542,4591885,5254952,4200209,5511441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Onion
10134,581.4457387,0.225208333,0.316145833,2.774739583,2.626468707,4.464530979,96.99212233,0,0,0,0,10.73692708,13.16072917,36.44541667,450.4713656,609.4892703,2146.291291,4261638,4662556,4397073,5182217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Onion
9525.5,545.2030984,0.244583333,0.320052083,2.707291667,2.762053993,4.784493747,95.21150933,0,0,0,0,10.72864583,13.01109375,35.06916667,487.2301169,655.1263873,2190.330945,4920595,4990493,4133902,5379598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Onion
9881.5,557.6883802,0.23625,0.33234375,2.90796875,2.572310938,4.700537215,103.0986657,0,0,0,0,11.17401042,13.72395833,36.61770833,504.7358141,684.669426,2259.74677,4461067,4924435,5054490,5445901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Onion
9733.5,550.8599519,0.230885417,0.310885417,2.960989583,2.497473174,4.201006508,105.9472803,0,0,0,0,11.21135417,13.47083333,35.93765625,513.6082461,685.6685243,2244.916999,4592651,4989208,4988697,5576460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Onion
15893,713.8132687,0.556927083,0.798541667,4.699114583,11.33092597,19.64149787,190.6941034,0,0,0,0,15.60848958,17.9753125,47.01067708,613.777605,773.3670989,2127.033792,3145993,3474178,3540992,5324317,0,0,0,0,0,0,0,0,0,0,2.107291667,2.817916667,4.913645833,138.8995302,224.8672623,641.5547305,0,0,0,0,Onion
14713.5,753.0853475,0.596875,0.855520833,5.637916667,12.71207357,20.1124591,225.4308748,0,0,0,0,14.28786458,15.60739583,41.98484375,582.0687486,694.2745078,1931.635031,3343107,3606275,6305823,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Onion
15150,697.872144,0.635625,0.846145833,6.052708333,12.72504336,19.89309973,241.6872218,0,0,0,0,15.07973958,16.48161458,44.63505208,581.2494228,688.937787,2060.871136,3670016,8676429,269,328452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Onion
15212.5,698.1147856,0.64921875,0.931145833,6.352604167,13.2226296,21.6877591,253.7349411,0,0,0,0,15.200625,17.20796875,45.21296875,591.6112079,716.5312802,2114.268967,3473669,4132359,524288,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Onion
14825.5,689.2863585,0.623958333,0.859427083,5.887604167,12.97984266,20.74154134,238.7873672,0,0,0,0,14.799375,16.36833333,44.13515625,581.6721454,699.4320389,2079.946681,3473411,8151635,65536,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Onion
14837,681.0437181,0.635625,0.9396875,6.451145833,13.79921003,22.04750824,259.0249049,0,0,0,0,14.99,16.85229167,44.48541667,588.856775,709.4227656,2138.973537,3016196,4524807,4786188,3675922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Onion
14529.5,681.7716393,0.814947917,1.152447917,8.567239583,18.63820364,29.35681172,341.496833,65536,0,0,0,16.53052083,18.46734375,46.36307292,664.0011518,794.7143502,2380.865001,4654602,4721675,4984586,4460036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Onion
14683,686.357426,0.741614583,1.084895833,8.19671875,16.89912239,25.4609177,328.7910413,65536,0,0,0,16.35234375,18.41989583,46.50484375,646.8918435,784.4831667,2336.188102,1245184,5511445,5118225,4326656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Onion
14695.5,676.25692,0.74,1.05890625,8.049635417,17.09312917,25.0585613,319.8688384,65536,0,0,0,16.62442708,18.59703125,46.93666667,656.8356637,803.7130849,2374.209739,5841940,4791319,4196872,4785664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Onion
13830,654.2152908,1.167708333,1.617708333,11.28744792,32.33854058,51.40947808,424.2701341,2361091,0,0,65536,17.4140625,19.056875,43.77453125,844.0517814,971.1409319,2694.179841,4595480,4464157,4791319,5448219,0,0,0,0,0,0,0,0,0,0,0.648958333,0.6965625,1.157708333,54.83801975,67.05990485,156.8545031,0,0,0,0,Onion
28421.5,639.9970356,8.58984375,14.70609375,34.86828125,526.2221364,1059.26263,5483.269577,0,0,0,0,6.420989583,20.26619792,111.1304688,236.8328199,427.8383574,4483.655113,9638917,9311490,9573635,9573122,4.206875,8.965520833,24.43114583,254.2984527,536.9851654,3354.368801,0,0,0,0,5.872291667,17.1553125,89.59770833,353.4809822,541.7868155,2943.305661,7736833,7212800,7544321,7411201,Tomato
26113,606.9259695,8.3996875,14.06244792,45.54145833,380.3421249,742.7250065,6097.97776,12343368,0,0,0,5.070104167,14.65755208,113.1050521,206.3757104,445.9346565,3998.149641,9373952,9176320,9044736,9044736,2.0921875,3.779583333,12.16614583,146.482439,232.4389165,1636.271666,0,0,0,0,5.0675,9.583541667,61.73270833,354.3923187,498.3157291,3612.475847,7476737,8676180,2,0,Tomato
26057.5,607.5117543,9.663854167,16.08890625,55.67864583,379.618256,752.2725644,6719.145481,12797490,2031616,11103589,12866371,5.245885417,14.22838542,108.0927604,236.9973008,472.9241422,3984.901343,9111041,9176834,8914690,8783104,2.564375,4.6340625,16.5046875,175.7948142,270.5591106,2086.918936,0,0,0,0,4.961458333,8.812708333,55.16020833,398.4547645,530.2088802,3533.359958,7938315,256,0,0,Tomato
192,1097.685414,1.30453125,1.306770833,2.111927083,120.5351253,130.6669333,265.1955452,0,0,0,0,0.681666667,0.689583333,0.991875,80.64355972,85.74426649,136.062434,0,0,0,0,0.7240625,0.730416667,1.058541667,67.31375433,69.54586649,122.3049062,0,0,0,0,2.258958333,2.276875,3.0003125,213.9625239,232.2747986,332.4313541,524288,65536,0,0,Tomato
23986,583.955406,8.175416667,13.91041667,46.84760417,353.2163123,699.1130165,6106.074901,12538681,0,0,0,5.246875,14.27270833,104.0827604,235.1906152,478.914276,4420.738099,9176321,9307137,9044736,9110786,2.145104167,4.0065625,13.44072917,149.7469656,239.3756861,1754.623362,0,0,0,0,4.778229167,8.603125,53.761875,353.8190469,478.3599902,3546.034963,7872782,0,0,0,Tomato
23540.5,575.7127653,9.481145833,16.02984375,57.3640625,373.0252695,729.8955156,6709.995271,12664626,13655635,13391693,12470581,4.9296875,12.60223958,94.22494792,228.8119312,454.9565262,4665.21018,9176834,9507331,9111552,8783104,2.50625,4.483958333,16.41302083,169.2203776,256.7941177,2019.823268,0,0,0,0,4.284166667,7.407395833,43.93625,340.3486243,451.5132995,3298.269478,256,0,0,0,Tomato
23648,577.955406,8.431041667,14.30760417,49.41640625,338.2577447,685.8151713,6244.533533,12666933,0,0,720896,5.307708333,14.10557292,102.9088542,258.8918781,499.2511981,4361.300026,9176832,9045505,8980482,9110786,2.036875,3.7709375,12.57895833,144.7267652,226.4870095,1634.618557,0,0,0,0,4.394270833,7.916458333,47.5271875,312.2990297,438.8507291,3417.793011,9403769,256,0,0,Tomato
23647.5,578.5411935,8.2265625,13.59317708,44.49328125,380.9262736,718.1110055,5904.511413,12408908,0,0,0,5.093645833,14.50270833,107.2814063,209.5382096,452.7534302,4177.843258,9242114,9110529,8782336,8913920,1.869895833,3.198020833,9.751354167,138.3531771,208.3338086,1315.876613,0,0,0,0,4.349270833,8.183645833,49.20385417,294.7249891,415.3826284,3475.441048,8675926,65536,0,0,Tomato
23018,571.1269782,8.803489583,14.66046875,50.19239583,368.5060191,705.1047706,6277.273401,12599849,0,0,458752,5.798177083,14.49786458,105.5968229,277.6756738,520.9707246,4071.956354,8914689,8848896,8651520,8783363,1.5375,2.559166667,7.620520833,107.0458854,165.6567076,1014.534433,0,0,0,0,4.2153125,7.375833333,36.93947917,337.0941614,446.7270826,3101.517066,65536,0,0,0,Tomato
476.5,489.2619733,2.241354167,2.547135417,4.816927083,203.9461232,251.8789241,829.5664322,0,0,0,0,1.191145833,1.21515625,1.893541667,99.47294244,115.4558432,212.7450208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tomato
25309,629.6711357,5.398958333,7.098958333,19.18661458,323.8620822,471.8148947,3001.413665,0,0,0,0,5.862239583,17.27557292,122.5968229,151.9420117,339.0228617,3561.497292,9768961,9440515,9505536,9834752,0.348333333,0.485625,1.0078125,23.62720556,40.45646003,159.2156681,0,0,0,0,4.766145833,9.9625,68.9759375,319.5589581,510.6588021,4033.649733,7736833,7084546,8215635,7747365,Tomato
445.5,284.9533179,1.189166667,1.368385417,2.8228125,87.54671597,115.5696568,472.9547504,0,0,0,0,1.509427083,1.617239583,2.812916667,157.9461611,177.8704215,450.3280207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tomato
19642.5,529.629504,5.0990625,8.828697917,34.72536458,199.40477,360.7695618,4270.152648,262146,0,0,0,3.635885417,9.600885417,83.28984375,151.1505977,289.0141971,4149.408543,8456192,8391426,8127744,8192256,0.8071875,1.535208333,5.095833333,52.29292751,85.51292704,674.4449826,0,0,0,0,3.474375,5.908854167,38.27947917,274.41101,359.6045049,2914.078454,0,65536,0,0,Tomato
164.5,942.7320977,1.020677083,1.004427083,1.656197917,81.38337454,89.07294915,183.6095605,65536,0,0,0,1.023229167,1.0346875,1.713489583,70.52487707,84.29348428,175.8753597,0,0,0,0,0.599166667,0.5865625,0.991041667,39.23933264,43.39459027,101.0986697,0,0,0,0,1.733645833,1.738541667,2.394791667,134.9545763,153.5768479,227.4595562,7825505,0,0,0,Tomato
171,864.2051886,0.640677083,0.63859375,1.135833333,40.03656412,46.94850011,111.4186326,0,0,0,0,0.96,0.974270833,1.651927083,59.95381667,79.13308801,169.4338973,0,0,0,0,0.297604167,0.31875,0.5159375,20.48320259,24.11589844,49.56328766,0,0,0,0,2.341875,2.399270833,3.028125,210.8422882,240.9092286,314.4537923,0,0,9143420,131328,Tomato
186.5,928.7320968,0.754375,0.769895833,1.451458333,44.22633503,54.50465624,154.9192062,0,0,0,0,0.9228125,0.940729167,1.550625,67.42883376,79.0323203,159.1556663,0,0,0,0,0.5871875,0.600833333,0.8603125,48.95614834,52.85274931,87.89475824,0,0,0,0,1.859375,1.8790625,2.183333333,185.2823079,196.5842283,224.4382639,8813431,131073,0,0,Tomato
18986.5,524.9432125,2.163072917,5.446614583,24.40463542,82.80481347,220.38215,3079.72226,0,0,0,0,2.4453125,6.905104167,71.75578125,103.5559676,195.0066198,3643.257701,8129024,8261635,7865600,7537409,0.821666667,1.608020833,5.819270833,54.01423889,87.5433315,702.6538995,0,0,0,0,3.291458333,5.527291667,41.02416667,224.5121354,302.7461302,2393.154833,196610,256,0,0,Tomato
17060.5,494.315796,2.144479167,3.494270833,11.60015625,90.33922994,168.7074672,1600.791427,0,0,0,0,2.535677083,8.4809375,71.3175,97.58924798,235.6661991,4245.569715,8654338,8653568,8259840,8390913,0.4353125,0.775833333,2.174375,20.71289886,43.25099931,294.8716767,0,0,0,0,3.5915625,7.325,57.2875,245.1730746,371.3422917,2948.797344,5898240,6164737,6429445,6299401,Tomato
186.5,968.7909725,0.506354167,0.508489583,0.840416667,37.21360546,39.60336543,79.85911649,0,0,0,0,1.000572917,1.058020833,1.835052083,67.52182259,87.98882108,195.7507609,0,0,0,0,0.049166667,0.048020833,0.084166667,2.716957639,2.738423166,7.895624306,0,0,0,0,2.331458333,2.351875,3.0596875,209.742427,235.3463923,318.9709166,0,0,262400,65536,Tomato
19115,527.1858532,2.357291667,5.72765625,26.31192708,92.51150933,229.707131,3266.320983,256,0,0,0,2.503333333,6.934010417,72.94583333,104.3365514,199.5130933,3596.40467,8193536,8261635,8127745,7602176,0.823958333,1.535416667,5.517395833,59.44109266,89.09103733,668.2851141,0,0,0,0,3.360520833,5.511145833,38.51802083,239.0638789,320.4515424,2350.63155,256,65536,0,0,Tomato
20175.5,542.2569205,2.516614583,5.891875,26.29265625,98.01680729,238.8052882,3267.061696,0,0,0,0,2.563802083,6.997552083,79.53848958,103.918846,192.1265044,3388.962373,7930625,7799809,7537409,7667969,0.611145833,1.088854167,3.568229167,41.14847994,64.78304244,439.6670114,0,0,0,0,3.093958333,5.1465625,35.77104167,216.7449218,288.1288319,2272.814661,65540,0,0,0,Tomato
24445,587.6122608,6.521875,13.27052083,38.48463542,359.7650423,703.5578601,4994.755285,10320249,0,0,0,3.607916667,17.99239583,110.2510417,127.923354,292.931713,2770.135311,9115392,8919040,8853504,9181696,1.050208333,1.5271875,3.7615625,78.81081246,110.9492608,524.6738767,0,0,0,0,5.831770833,8.536770833,40.72458333,383.3040948,514.3086479,3013.585812,65536,0,0,0,Tomato
21781,576.4751759,3.087552083,6.744270833,21.7634375,165.6745742,375.1472068,3091.666851,0,0,0,0,4.399114583,22.79052083,105.3602083,147.9443013,438.9237226,4760.263896,10166019,10100226,9968640,10034433,1.555833333,2.253645833,7.966458333,88.33167431,126.9605596,929.7374166,0,0,0,0,5.9753125,9.648333333,52.2271875,363.4686614,528.2250806,3136.791407,7419689,0,0,0,Tomato
52.5,477.2619737,0.292864583,0.29484375,0.416354167,33.93782409,32.10947341,51.80821171,0,0,0,0,0.9984375,1.010885417,1.539375,92.04478923,103.7931628,179.7685538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tomato
52,347.5046135,0,0,0,0,0,0,0,0,0,0,1.075104167,1.085,1.562447917,105.0109219,119.7895458,190.6596419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368645833,0.391041667,0.631354167,24.34941275,27.52458641,58.22337108,0,0,0,0,Tomato
23207,574.6416961,8.71765625,14.38083333,44.97390625,370.6267924,719.5289243,5685.216142,12867659,0,0,0,5.7475,15.47890625,110.220625,223.5461396,461.5274717,3089.81945,8782850,8520961,8258560,8192768,1.138333333,1.723541667,4.112083333,94.39482222,136.4271125,581.9968123,0,0,0,0,4.831770833,7.911979167,30.76927083,388.0486781,505.5665232,2809.03291,0,0,0,0,Tomato
23419,573.9554088,6.390677083,11.67260417,37.09697917,264.1455485,585.677812,4861.36997,65536,0,0,0,3.94765625,13.2959375,111.0930729,149.6417914,363.9273168,2646.929931,8126464,8127491,7930112,7799041,0.69,1.032708333,2.363645833,54.45598333,81.70184683,331.3376575,0,0,0,0,4.458645833,7.621145833,30.93177083,362.3003732,479.8163654,2720.728366,0,0,0,0,Tomato
16606,488.0731559,2.143020833,3.399739583,11.27890625,88.76444087,163.5833853,1561.81393,0,0,0,0,2.694583333,8.40640625,72.07203125,105.2989082,238.9901985,4253.362989,8784643,8719363,8456192,8390400,0.367083333,0.605416667,1.551979167,18.97441649,35.62472066,209.3100065,0,0,0,0,3.6334375,7.062291667,52.48645833,266.0549028,381.6057031,3000.897108,6227715,6101765,196608,196608,Tomato
17184.5,497.1442235,2.07359375,3.303958333,10.83447917,87.25213604,160.5091718,1506.627603,0,0,0,0,2.555833333,8.521354167,73.67864583,86.74709097,225.2298565,4289.426315,8784384,8719363,8391168,8586754,0.3840625,0.655104167,1.6953125,20.3128085,38.04198436,228.5733114,0,0,0,0,3.706875,7.4046875,57.22145833,260.0399111,385.2454989,3001.31304,6226947,6164224,6232836,6168585,Tomato
17790,504.5584375,2.857135417,4.946614583,17.104375,125.1252668,232.8357437,2289.881918,0,0,0,0,2.414010417,8.580833333,77.3559375,91.04593912,226.6410701,4000.133621,8456706,8391426,8194049,8062209,0.403958333,0.761354167,2.077395833,24.32535933,45.364819,281.8043224,0,0,0,0,3.305,6.4353125,45.96260417,239.30885,349.7337322,2864.442247,6362116,65793,0,0,Tomato
18683.5,520.9432129,2.335989583,5.7434375,26.54270833,91.45518392,229.0979257,3269.630363,2,0,0,0,2.570208333,6.900052083,72.2309375,110.9652791,206.6295417,3576.130522,8193536,8327426,8062977,7734016,0.754270833,1.408645833,4.912604167,53.57826301,81.65894608,591.5697578,0,0,0,0,3.321458333,5.473125,35.7128125,220.3949979,308.0788611,2276.144711,2,2,0,0,Tomato
21790,579.3036039,1.729322917,3.124895833,9.22171875,85.49168183,178.847526,1381.53881,0,0,0,0,4.63078125,22.46828125,110.718125,182.0441463,468.8244106,4421.574401,10100480,10034433,10034433,9902849,0.530833333,0.624791667,1.352291667,34.85279931,43.87442704,170.7058906,0,0,0,0,6.145104167,9.473854167,46.30010417,376.7563406,517.1884831,3007.738583,65536,65538,0,0,Tomato
20829,561.64675,2.40859375,5.436510417,18.14984375,120.5903949,292.1239899,2594.846349,0,0,0,0,4.67671875,22.44052083,106.9068229,160.6593955,446.7181289,4483.265328,10166273,9968640,9902848,10034433,0.9884375,1.4259375,4.343020833,57.56809548,80.79826475,516.9128575,0,0,0,0,6.1209375,9.236770833,43.32489583,378.6023533,525.1780021,2951.48913,258,65538,0,0,Tomato
16644.5,489.4873705,2.535208333,4.305520833,16.10625,101.3756354,188.7398862,2159.105898,0,0,0,0,2.358072917,7.254322917,67.84177083,96.0517317,214.3148511,4195.690901,8653570,8720133,8259840,8193536,0.514791667,1.155416667,3.596041667,27.49207287,59.89667899,477.274526,0,0,0,0,3.3721875,6.147604167,49.74604167,238.2307473,340.7254005,2902.948005,6031104,8216656,259,0,Tomato
16991.5,494.3157955,2.310833333,3.933020833,13.88604167,96.17098681,179.6432221,1867.372638,0,0,0,0,2.342395833,7.710833333,70.68229167,88.28380676,209.5624243,4085.713957,8456706,8391426,8062464,8259842,0.4053125,0.8146875,2.460208333,20.85728428,42.22555511,328.92425,0,0,0,0,3.254166667,6.216979167,51.08489583,184.2866493,290.0669825,2843.003105,5703424,6433045,8222318,262144,Tomato
16568.5,486.6589423,1.861770833,2.891510417,9.226354167,79.81235103,145.1146363,1283.396785,0,0,0,0,2.603854167,8.706510417,73.46671875,90.41556848,226.9903743,4281.857955,8719104,8653058,8522752,8520961,0.225416667,0.361770833,0.876458333,12.80460399,23.57360103,119.2176541,0,0,0,0,3.6296875,7.003125,53.31635417,249.3704728,363.1368652,2990.281066,6096129,6297348,9207670,9470585,Tomato
17031,493.7300098,2.061302083,3.217239583,10.16114583,88.5238983,160.247234,1409.986011,0,0,0,0,2.544010417,9.043125,78.43416667,87.31535475,227.1709527,4134.153062,8520960,8456706,8391426,8259329,0.181875,0.2409375,0.5203125,10.98546315,16.75184495,69.02437907,0,0,0,0,3.589375,6.861354167,47.78979167,258.9255538,375.3319232,2945.534979,6166275,131584,0,0,Tomato
16625,488.0731565,1.804114583,2.755208333,8.4078125,79.65272265,141.916952,1175.59421,0,0,0,0,2.540885417,8.876927083,74.34239583,89.68582838,229.4318843,4285.644119,8718850,8456961,8587777,8520960,0.186145833,0.2728125,0.626875,10.13878723,18.44255251,85.77036107,0,0,0,0,3.614375,7.256979167,53.384375,245.3440017,375.7498992,3014.671006,6095872,6167047,9274744,9667962,Tomato
17072.5,494.3157973,1.986875,3.143072917,10.05807292,85.84659857,157.1552072,1397.205742,0,0,0,0,2.4428125,8.543541667,73.09046875,83.97204209,218.8122708,4256.906242,8718592,8589058,8456706,8389888,0.324583333,0.528541667,1.333229167,17.74714566,31.09543537,179.0607292,0,0,0,0,3.499583333,7.148854167,56.9221875,231.2866665,352.2266966,2973.978008,5964032,6032897,6102022,6365198,Tomato
17150,496.9015821,1.763229167,2.586041667,7.753333333,78.12018957,135.2204093,1080.889885,0,0,0,0,2.553489583,8.735677083,77.12963542,85.1520347,216.5974771,4224.909705,8784643,8587265,8587265,8586754,0.1575,0.19375,0.383229167,9.897902083,13.8591276,49.92573957,0,0,0,0,3.4396875,7.0075,53.21645833,227.0015707,350.0778604,2972.807937,6096897,6427905,9209983,8746860,Tomato
18715.5,517.6295043,2.858541667,5.201666667,20.02083333,109.9198854,219.8000597,2604.181962,0,0,0,0,2.3740625,7.906979167,72.32484375,96.55632725,225.5766596,4075.927862,8456192,8392449,8392196,8325635,0.6834375,1.690520833,5.522916667,37.64510068,84.74453515,721.7667665,0,0,0,0,3.673645833,6.797291667,56.95854167,272.8819305,383.3664093,2866.987865,6095106,6098433,6559493,6567205,Tomato
